This is the node file of route1		
367	875.2904744	875.9030518
1	2667.0196	1593.1378	0	0	ND
2	2850.472268	1642.872818	0	0	ND
3	2700.238171	1611.933969	0	0	ND
4	2700.545816	1612.118026	0	0	ND
5	2701.145976	1612.477088	0	0	ND
6	2760.530401	1642.525509	0	0	ND
7	2763.998726	1642.77584	0	0	ND
8	2766.948276	1642.988209	0	0	ND
9	2772.787988	1643.407636	0	0	ND
30	2667.55534	1593.335895	0	0	ND
31	2668.091141	1593.534004	0	0	ND
32	2668.626974	1593.73209	0	0	ND
33	2669.162838	1593.930152	0	0	ND
34	2669.698711	1594.128222	0	0	ND
35	2670.23467	1594.326184	0	0	ND
36	2670.770649	1594.524138	0	0	ND
37	2671.306652	1594.72208	0	0	ND
38	2671.842669	1594.920023	0	0	ND
39	2672.374629	1595.123797	0	0	ND
40	2672.850529	1595.394768	0	0	ND
41	2673.315774	1595.676795	0	0	ND
42	2673.78103	1595.95883	0	0	ND
43	2674.246298	1596.240871	0	0	ND
44	2674.711578	1596.522917	0	0	ND
45	2675.17687	1596.804972	0	0	ND
46	2675.642172	1597.087034	0	0	ND
47	2676.107487	1597.369102	0	0	ND
48	2676.572812	1597.651178	0	0	ND
49	2677.038148	1597.933262	0	0	ND
50	2677.503497	1598.215351	0	0	ND
51	2677.968857	1598.497448	0	0	ND
52	2678.434229	1598.779551	0	0	ND
53	2678.899612	1599.061662	0	0	ND
54	2679.365006	1599.34378	0	0	ND
55	2679.83041	1599.625906	0	0	ND
56	2680.295828	1599.908038	0	0	ND
57	2680.761259	1600.190175	0	0	ND
58	2681.227144	1600.471903	0	0	ND
59	2681.693046	1600.753633	0	0	ND
60	2682.158962	1601.035368	0	0	ND
61	2682.624888	1601.317111	0	0	ND
62	2683.090826	1601.598861	0	0	ND
63	2683.556775	1601.880618	0	0	ND
64	2684.022737	1602.162381	0	0	ND
65	2684.488709	1602.444152	0	0	ND
66	2684.954693	1602.72593	0	0	ND
67	2685.420688	1603.007715	0	0	ND
68	2685.886694	1603.289508	0	0	ND
69	2686.352714	1603.571305	0	0	ND
70	2686.818743	1603.853112	0	0	ND
71	2687.284785	1604.134925	0	0	ND
72	2687.750838	1604.416745	0	0	ND
73	2688.216904	1604.69857	0	0	ND
74	2688.683081	1604.980309	0	0	ND
75	2689.149632	1605.261715	0	0	ND
76	2689.616194	1605.543127	0	0	ND
77	2690.082766	1605.824549	0	0	ND
78	2690.549349	1606.105977	0	0	ND
79	2691.015948	1606.387409	0	0	ND
80	2691.482557	1606.668849	0	0	ND
81	2691.949177	1606.950296	0	0	ND
82	2692.415809	1607.231751	0	0	ND
83	2692.882452	1607.513212	0	0	ND
84	2693.349105	1607.794681	0	0	ND
85	2693.815772	1608.076156	0	0	ND
86	2694.28245	1608.357639	0	0	ND
87	2694.749657	1608.638641	0	0	ND
88	2695.216917	1608.919611	0	0	ND
89	2695.68419	1609.200587	0	0	ND
90	2696.151474	1609.48157	0	0	ND
91	2696.618768	1609.762561	0	0	ND
92	2697.086263	1610.043382	0	0	ND
93	2697.554031	1610.323962	0	0	ND
94	2698.021811	1610.604548	0	0	ND
95	2698.4896	1610.885145	0	0	ND
96	2698.957407	1611.165742	0	0	ND
97	2699.425221	1611.44635	0	0	ND
98	2699.893048	1611.726964	0	0	ND
99	2701.01414	1612.398214	0	0	ND
100	2701.614319	1612.75728	0	0	ND
101	2702.082678	1613.037475	0	0	ND
102	2702.551048	1613.317678	0	0	ND
103	2703.019432	1613.597885	0	0	ND
104	2703.487827	1613.878101	0	0	ND
105	2703.956232	1614.158324	0	0	ND
106	2704.424649	1614.438553	0	0	ND
107	2704.893078	1614.71879	0	0	ND
108	2705.36152	1614.999033	0	0	ND
109	2705.829972	1615.279283	0	0	ND
110	2706.298436	1615.559541	0	0	ND
111	2706.766911	1615.839806	0	0	ND
112	2707.2354	1616.120076	0	0	ND
113	2707.703899	1616.400354	0	0	ND
114	2708.172409	1616.68064	0	0	ND
115	2708.640932	1616.960931	0	0	ND
116	2709.109465	1617.241231	0	0	ND
117	2709.578215	1617.521343	0	0	ND
118	2710.047237	1617.801217	0	0	ND
119	2710.51627	1618.081098	0	0	ND
120	2710.985313	1618.360986	0	0	ND
121	2711.454371	1618.64088	0	0	ND
122	2711.92344	1618.920781	0	0	ND
123	2712.392519	1619.20069	0	0	ND
124	2712.861611	1619.480605	0	0	ND
125	2713.330708	1619.760533	0	0	ND
126	2713.799826	1620.040459	0	0	ND
127	2714.26895	1620.320397	0	0	ND
128	2714.738084	1620.600345	0	0	ND
129	2715.207243	1620.880287	0	0	ND
130	2715.676402	1621.160245	0	0	ND
131	2716.145577	1621.440208	0	0	ND
132	2716.615313	1621.719656	0	0	ND
133	2717.085076	1621.999097	0	0	ND
134	2717.554831	1622.278564	0	0	ND
135	2718.024622	1622.558015	0	0	ND
136	2718.494433	1622.837464	0	0	ND
137	2718.964246	1623.11693	0	0	ND
138	2719.434067	1623.396406	0	0	ND
139	2719.903891	1623.675897	0	0	ND
140	2720.373742	1623.955381	0	0	ND
141	2720.843607	1624.23487	0	0	ND
142	2721.313475	1624.514374	0	0	ND
143	2721.783355	1624.793884	0	0	ND
144	2722.253517	1625.073145	0	0	ND
145	2722.723795	1625.352313	0	0	ND
146	2723.194086	1625.631488	0	0	ND
147	2723.664385	1625.910673	0	0	ND
148	2724.134682	1626.189878	0	0	ND
149	2724.605018	1626.469064	0	0	ND
150	2725.075361	1626.748261	0	0	ND
151	2725.545709	1627.027472	0	0	ND
152	2726.016291	1627.306478	0	0	ND
153	2726.487059	1627.585326	0	0	ND
154	2726.95784	1627.864179	0	0	ND
155	2727.428633	1628.143039	0	0	ND
156	2727.899436	1628.421908	0	0	ND
157	2728.370249	1628.700785	0	0	ND
158	2728.841079	1628.979663	0	0	ND
159	2729.311914	1629.258556	0	0	ND
160	2729.782768	1629.537449	0	0	ND
161	2730.253722	1629.816264	0	0	ND
